systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.5264	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5265	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5266	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5267	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5268	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5269	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.527	I		misc_RNA	added_and_merged	SPAC3F10.19				
SPNCRNA.5270	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5271	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5272	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5273	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5274	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5275	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5276	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5277	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5278	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5279	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.528	I		misc_RNA,ncRNA	added_changed_and_removed					
SPNCRNA.5280	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5281	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5282	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5283	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5284	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5285	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5286	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5287	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5288	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5289	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.529	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5290	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5291	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5292	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5293	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5294	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5295	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5296	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5297	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5298	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5299	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.53	I	prl53	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.530	I		lncRNA,misc_RNA,ncRNA	added_and_changed			PMID:18641648		
SPNCRNA.5300	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5301	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5302	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5303	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5304	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5305	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5306	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5307	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5308	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5309	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.531	I		misc_RNA	added_and_merged	SPAC4G9.22				
SPNCRNA.5310	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5311	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5312	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5313	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5314	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5315	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5316	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5317	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5318	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5319	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.532	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1696				
SPNCRNA.5320	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5321	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5322	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5323	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5324	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5325	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5326	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5327	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5328	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5329	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.533	II		misc_RNA	added_and_removed					
SPNCRNA.5330	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5331	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5332	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5333	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5334	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5335	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5336	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5337	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5338	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5339	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.534	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5340	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5341	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5342	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5343	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5344	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5345	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5346	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5347	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5348	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5349	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5350	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5351	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5352	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5353	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5354	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5355	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5356	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5357	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5358	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5359	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.536	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5360	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5361	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5362	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5363	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5364	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5365	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5366	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5367	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5368	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5369	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.537	II		misc_RNA	added_and_merged	SPBC16H5.12c				
SPNCRNA.5370	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5371	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5372	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5373	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5374	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5375	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5376	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5377	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5378	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5379	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.538	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1501				
SPNCRNA.5380	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5381	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5382	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5383	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5384	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5385	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5386	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5387	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5388	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5389	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.539	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1533				
SPNCRNA.5390	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5391	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5392	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5393	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5394	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5395	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5396	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5397	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5398	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5399	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.54	I	prl54	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.540	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5400	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5401	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5402	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5403	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5404	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5405	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5406	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5407	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5408	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5409	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.541	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1582				
SPNCRNA.5410	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5411	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5412	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5413	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5414	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5415	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5416	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5417	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5418	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5419	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.542	II		misc_RNA	added_and_merged	SPBC17D1.17				
SPNCRNA.5420	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5421	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5422	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5423	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5424	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5425	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5426	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5427	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5428	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5429	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.543	II		misc_RNA,ncRNA	added_changed_and_merged	SPBC13G1.16				
SPNCRNA.5430	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5431	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5432	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5433	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5434	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5435	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5436	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5437	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5438	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5439	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5440	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5441	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5442	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5443	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5444	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5445	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5446	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5447	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5448	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5449	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.545	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5450	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5451	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5452	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5453	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5454	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5455	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5456	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5457	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5458	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5459	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5460	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5461	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5462	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5463	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5464	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5465	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5466	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5467	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5468	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5469	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5470	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5471	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5472	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5473	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5474	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5475	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5476	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5477	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5478	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5479	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.548	III		misc_RNA	added_and_merged	SPCC663.18				
SPNCRNA.5480	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5481	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5482	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5483	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5484	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5485	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5486	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5487	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5488	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5489	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.549	III		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5490	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5491	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5492	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5493	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5494	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5495	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5496	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5497	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5498	II		ncRNA	added_and_merged	SPNCRNA.1708				
SPNCRNA.5499	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.55	I	prl55	misc_RNA	added_and_merged	SPAC6B12.18				
SPNCRNA.550	III		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5500	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5501	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5502	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5503	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5504	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5505	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5506	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5507	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5508	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5509	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.551	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.653				
SPNCRNA.5510	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5511	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5512	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5513	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5514	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5515	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5516	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5517	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5518	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5519	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.552	I	pol4-antisense-1	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.660				
SPNCRNA.5520	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5521	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5522	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5523	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5524	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5525	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5526	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5527	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5528	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5529	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.553	I	SPAC13A11.06-antisense-2	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.662				
SPNCRNA.5530	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5531	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5532	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5533	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5534	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5535	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5536	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5537	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5538	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5539	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.554	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5540	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5541	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5542	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5543	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5544	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5545	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5546	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5547	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5548	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5549	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.555	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.5550	II		lncRNA,ncRNA	added_and_changed					
SPNCRNA.5551	II		lncRNA,ncRNA	added_and_changed					
