systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.6941	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6942	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6943	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6944	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6945	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6946	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6947	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6948	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6949	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.695	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.6950	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6951	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6952	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6953	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6954	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6955	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6956	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6957	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6958	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6959	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.696	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.6960	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6961	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6962	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6963	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6964	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6965	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6966	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6967	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6968	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6969	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.697	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.6970	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6971	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6972	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6973	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6974	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6975	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6976	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6977	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6978	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6979	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.698	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.6980	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6981	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6982	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6983	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6984	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6985	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6986	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6987	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6988	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6989	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.699	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.6990	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6991	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6992	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6993	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6994	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6995	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6996	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6997	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6998	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.6999	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.70	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.700	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7000	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7001	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7002	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7003	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7004	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7005	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7006	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7007	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7008	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7009	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.701	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7010	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7011	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7012	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7013	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7014	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7015	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7016	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7017	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7018	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7019	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.702	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7020	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7021	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7022	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7023	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7024	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7025	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7026	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7027	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7028	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7029	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.703	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7030	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7031	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7032	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7033	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7034	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7035	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7036	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7037	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7038	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7039	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.704	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7040	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7041	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7042	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7043	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7044	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7045	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7046	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7047	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7048	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7049	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.705	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7050	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7051	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7052	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7053	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7054	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7055	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7056	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7057	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7058	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7059	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.706	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7060	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7061	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7062	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7063	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7064	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7065	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7066	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7067	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7068	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7069	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.707	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7070	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7071	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7072	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7073	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7074	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7075	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7076	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7077	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7078	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7079	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.708	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7080	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7081	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7082	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7083	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7084	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7085	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7086	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7087	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7088	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7089	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.709	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7090	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7091	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7092	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7093	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7094	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7095	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7096	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7097	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7098	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7099	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.71	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.710	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7100	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7101	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7102	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7103	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7104	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7105	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7106	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7107	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7108	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7109	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.711	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7110	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7111	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7112	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7113	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7114	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7115	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7116	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7117	III		ncRNA	added_and_merged	SPNCRNA.1706				
SPNCRNA.7118	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7119	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.712	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7120	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7121	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7122	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7123	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7124	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7125	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7126	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7127	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7128	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7129	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.713	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7130	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7131	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7132	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7133	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7134	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7135	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7136	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7137	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7138	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7139	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.714	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7140	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7141	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7142	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7143	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7144	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7145	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7146	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7147	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7148	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7149	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.715	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7150	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7151	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7152	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7153	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7154	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7155	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7156	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7157	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7158	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7159	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.716	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7160	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7161	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7162	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7163	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7164	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7165	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7166	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7167	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7168	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7169	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.717	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7170	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7171	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7172	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7173	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7174	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7175	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7176	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7177	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7178	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7179	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.718	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7180	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7181	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7182	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7183	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7184	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7185	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7186	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7187	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7188	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7189	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.719	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7190	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7191	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7192	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7193	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7194	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7195	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7196	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7197	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7198	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7199	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.72	I	eta2-antisense-2	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.872				
SPNCRNA.720	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7200	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7201	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7202	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7203	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7204	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7205	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7206	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7207	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7208	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7209	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.721	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7210	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7211	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7212	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7213	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7214	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7215	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7216	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7217	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7218	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7219	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.722	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7220	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7221	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7222	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7223	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7224	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7225	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7226	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7227	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7228	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7229	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.723	I		misc_RNA,ncRNA,snoRNA	added_and_changed					
SPNCRNA.7230	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7231	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7232	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7233	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7234	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7235	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7236	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7237	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7238	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7239	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.724	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7240	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7241	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7242	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7243	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7244	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7245	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7246	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7247	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7248	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7249	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.725	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7250	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7251	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7252	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7253	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7254	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7255	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7256	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7257	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7258	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7259	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.726	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7260	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7261	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7262	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7263	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7264	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7265	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7266	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7267	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7268	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7269	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.727	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.82,SPSNORNA.10			deleted; ID added as synonym to SPNCRNA.82 and SPSNORNA.10 (covers both)	
SPNCRNA.7270	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7271	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7272	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7273	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7274	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7275	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7276	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7277	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7278	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7279	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.728	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7280	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7281	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7282	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7283	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7284	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7285	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7286	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7287	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7288	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7289	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.729	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.432				
SPNCRNA.7290	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7291	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7292	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7293	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7294	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7295	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7296	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7297	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7298	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7299	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.73	I	eta2-antisense-3	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.872				
SPNCRNA.730	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7300	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7301	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7302	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7303	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7304	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7305	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7306	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7307	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7308	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7309	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.731	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7310	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7311	III		lncRNA,ncRNA	added_and_changed					
